name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Cedric Harris,RB,5-11.5,196,4.96,4.31,26.8,33.6,72.99
Jamal Jones,RB,5-9.5,179,4.81,4.50,34.7,30.0,72.84
Kenneth Cochrum,WR,5-9.5,165,4.76,4.61,37.1,30.0,72.63
Denzel Franklin,S,5-11,183,4.98,4.30,31.6,31.0,72.54
Myles Campbell,WR,5-5.5,150,4.66,4.58,33.0,32.5,72.51
Charlie Maison,LB,5-10,183,4.99,4.55,32.4,35.0,72.36
Latrell Gibbs,CB,5-8.5,157,4.95,4.25,30.6,33.0,72.36
Terrence Montgomery,CB,5-5.5,152,4.76,4.15,28.7,29.5,72.27
Reagan Alexander,WR,6-1,181,4.97,4.37,31.8,32.0,72.21
Quinton Mayfield,CB,5-8,165,4.78,4.26,33.1,27.5,72.18
Mariko Odom,CB,5-6.5,152,4.87,4.20,32.5,30.0,72.15
Maleik Gatewood,S,5-9.5,168,4.78,4.45,32.9,31.0,72.12
Alphonso Alexander,CB,5-8.5,157,4.72,4.47,32.4,31.5,72.06
Ryan Nimely,WR,6-1.5,168,4.87,4.31,31.5,31.0,72.03
Arrington Farrar,S,6-1,185,5.07,4.19,27.0,33.0,72.00
Bryan Hypolite,CB,5-9.5,163,4.60,4.47,31.2,29.6,71.97
Cody Houser,P/K,5-10,165,5.09,4.28,37.9,28.0,71.79
Jared Raddar,CB,5-5,148,4.82,4.49,38.0,30.0,71.76
Solomon Jackson,LB,6-1,218,4.90,4.65,29.3,33.0,71.61
Detavius Long,CB,5-6.5,154,4.70,4.21,30.1,28.0,71.55
Torey Richardson,S,5-10,196,5.02,4.47,29.5,34.5,71.52
Terrance Walker,S,5-10.5,172,5.14,4.41,33.6,34.0,71.49
Lorenzo Nunez,QB,6-1,172,4.89,4.37,30.8,32.0,71.31
Arnold Johnson,CB,5-8,163,4.82,4.44,28.4,35.0,71.19
David Evans,S,5-8.5,161,4.73,4.46,32.6,30.5,71.16
Chase Solomon,RB,5-10,161,4.77,4.47,29.7,33.5,71.16
D'rique Baker,CB,5-8.5,165,4.80,4.53,36.3,29.5,71.07
Jordan Ragnauth,LB,5-11.5,185,4.94,4.53,34.3,31.0,71.01
Chandler Price,RB,5-8,223,5.23,4.46,27.8,34.5,70.98
Omahri Jarrett,RB,5-8.5,152,4.70,4.23,32.7,25.5,70.95
Nate Brown,WR,6-2,196,4.98,4.35,28.6,32.0,70.95
Brian Miller,CB,5-6,148,4.79,4.20,33.7,27.0,70.74
Dustin Davis,DE,5-11,192,4.95,4.33,30.7,30.0,70.74
Rudder Brown,WR,6-4,198,4.81,4.53,25.7,34.5,70.74
Elijah Burnette,QB,6-.5,185,4.89,4.40,32.0,30.0,70.62
Jaquell Fitts,RB,5-10,216,5.11,4.43,26.7,34.5,70.53
Calvin Davenport,RB,5-4.5,148,4.84,4.27,31.3,31.0,70.50
Jonathan Bonner,WR,5-10,168,4.97,4.37,30.5,33.5,70.47
Marcus Ward,CB,6-2.5,194,4.97,4.47,27.7,35.0,70.47
Gunnar Scholato,LB,6-1.5,214,5.09,4.35,28.1,31.5,70.35
Luther Jones,DL,5-10.5,278,5.53,4.69,24.9,36.0,70.32
Marcus Albert,S,5-10,201,4.90,4.44,26.9,33.0,70.29
Terrance Bulock Jr,S,5-9.5,152,5.02,4.31,31.6,33.6,70.17
Tobias Little,RB,6-0,216,4.97,4.55,26.6,34.5,70.17
Kenneth Meadows,WR,5-7.5,152,4.78,4.65,33.3,34.0,69.93
