name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Darrion Hatch,WR,5-4,132,5.42,5.00,27.8,22.0,23.13
Alban Harp,OL,5-11,231,6.02,5.37,16.8,27.0,23.10
Jeron Harris,DL,5-11,181,5.55,5.43,19.4,27.5,22.98
Omar Dominguez,LB,5-4,143,5.54,5.00,23.4,25.0,22.89
Larry Johnson,WR,5-10,137,5.36,5.10,24.9,24.0,22.80
Jerold Evans,CB,5-10,139,5.42,5.03,21.9,25.0,22.68
Edward Thompson,WR,5-7,143,5.69,4.96,24.0,25.0,22.65
Richard Bruno,DL,6-0,216,6.04,5.28,16.0,28.0,22.50
Cj Dudley,CB,5-3,104,5.19,5.00,24.8,21.5,22.47
Jonathan Marcelin,OL,5-7,243,6.00,5.38,18.3,23.0,22.47
Khalil Bennett,LB,5-7,181,5.46,5.28,20.4,25.0,22.44
Sam Papania,TE,5-8,170,5.58,5.06,20.6,25.0,22.23
Cameron Milledge,DL,5-7,249,6.71,6.00,16.8,28.0,22.17
Luis Batista,LB,6-1,146,5.70,4.96,20.8,25.5,21.84
Jordon Miller,QB,5-11,157,5.52,5.16,21.3,25.5,21.69
Sterling Jackson,OL,6-1,291,6.48,5.66,13.8,23.0,21.42
